,subject,predicate,object,from,until,object_has_years,subject_has_years
20322,Hong Sehwa,is affiliated to,Democratic Labor Party (South Korea),2002-##-##,2008-##-##,False,False
20323,Lee Yong-gill,is affiliated to,Democratic Labor Party (South Korea),2002-##-##,2008-##-##,False,False
20324,Na Gyung-che,is affiliated to,Democratic Labor Party (South Korea),2002-##-##,2008-##-##,False,False
20325,Hong Sehwa,is affiliated to,Labor Party (South Korea),2013-##-##,####-##-##,False,False
20326,Geum Min,is affiliated to,Labor Party (South Korea),2013-##-##,####-##-##,False,False
20327,Lee Yong-gill,is affiliated to,Labor Party (South Korea),2013-##-##,####-##-##,False,False
20328,Marina Silva,is affiliated to,Brazilian Socialist Party,2013-##-##,2015-##-##,False,False
20329,Luiza Erundina,is affiliated to,Brazilian Socialist Party,1997-##-##,2016-##-##,False,False
20330,José Reinaldo Tavares,is affiliated to,Brazilian Socialist Party,2005-##-##,2017-##-##,False,False
20331,Vital do Rêgo Filho,is affiliated to,Brazilian Socialist Party,1988-##-##,1992-##-##,False,False
20332,Ciro Gomes,is affiliated to,Brazilian Socialist Party,2003-##-##,2013-##-##,False,False
20333,Bernard Koenen,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,####-##-##,False,False
20334,Käthe Dahlem,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,1920-##-##,False,False
20335,Heinrich Böschen,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,####-##-##,False,False
20336,Georg Ulrich Handke,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,1918-##-##,False,False
20337,Franz Dahlem,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,1920-##-##,False,False
20338,Heinrich Rau,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,1919-##-##,False,False
20339,Clara Zetkin,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,1922-##-##,False,False
20340,Rosa Aschenbrenner,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,1920-##-##,False,False
20341,Hugo Gräf,is affiliated to,Independent Social Democratic Party of Germany,1917-##-##,####-##-##,False,False
20342,Gary Carr (politician),is affiliated to,Liberal Party of Canada,2004-##-##,2006-##-##,False,False
20343,Sylvester Perry Ryan,is affiliated to,Liberal Party of Canada,1962-##-##,1968-##-##,False,False
20344,David Price (Canadian politician),is affiliated to,Liberal Party of Canada,2000-##-##,2004-##-##,False,False
20345,Honoré Achim,is affiliated to,Liberal Party of Canada,1917-##-##,####-##-##,False,False
20346,Sarney Filho,is affiliated to,National Renewal Alliance,1970-##-##,1980-##-##,False,False
20347,José Reinaldo Tavares,is affiliated to,National Renewal Alliance,1968-##-##,1980-##-##,False,False
20348,Paulo Souto,is affiliated to,National Renewal Alliance,1965-##-##,1980-##-##,False,False
20349,Antônio Primo,is affiliated to,National Renewal Alliance,1966-##-##,1980-##-##,False,False
20350,Carlos Brandão,is affiliated to,National Renewal Alliance,1973-##-##,1980-##-##,False,False
20351,Sarney Filho,is affiliated to,Democratic Social Party,1980-##-##,1985-##-##,False,False
20352,José Sarney,is affiliated to,Democratic Social Party,1979-##-##,1985-##-##,False,False
20353,João Figueiredo,is affiliated to,Democratic Social Party,1979-##-##,1985-##-##,False,False
20354,Romero Jucá,is affiliated to,Democratic Social Party,1990-##-##,1993-##-##,False,False
20355,Astro de Ogum,is affiliated to,Democratic Social Party,1980-##-##,1985-##-##,False,False
20356,Marco Maciel,is affiliated to,Democratic Social Party,1980-##-##,1984-##-##,False,False
20357,José Reinaldo Tavares,is affiliated to,Democratic Social Party,1980-##-##,1985-##-##,False,False
20358,Paulo Souto,is affiliated to,Democratic Social Party,1980-##-##,1986-##-##,False,False
20359,Edison Lobão Filho,is affiliated to,Democratic Social Party,1980-##-##,1985-##-##,False,False
20360,Ciro Gomes,is affiliated to,Democratic Social Party,1979-##-##,1983-##-##,False,False
20361,Carlos Brandão,is affiliated to,Democratic Social Party,1980-##-##,1985-##-##,False,False
20362,Zachary Wong,is affiliated to,Meeting Point,1988-##-##,1994-##-##,False,False
20363,Yeung Sum,is affiliated to,Meeting Point,1983-##-##,####-##-##,False,False
20364,Wong Sing-chi,is affiliated to,Meeting Point,1994-##-##,####-##-##,False,False
20365,Jamby Madrigal,is affiliated to,Liberal Party (Philippines),2012-##-##,####-##-##,False,False
20366,Francis Pangilinan,is affiliated to,Liberal Party (Philippines),2001-##-##,####-##-##,False,False
20367,Ralph Recto,is affiliated to,Liberal Party (Philippines),2009-##-##,####-##-##,False,False
20368,Gerardo Roxas Jr.,is affiliated to,Liberal Party (Philippines),1987-##-##,1993-##-##,False,False
20369,Vilma Santos,is affiliated to,Liberal Party (Philippines),2009-##-##,####-##-##,False,False
20370,Eduardo Roquero,is affiliated to,Liberal Party (Philippines),1988-##-##,####-##-##,False,False
20371,Carmencita Reyes,is affiliated to,Liberal Party (Philippines),2009-##-##,####-##-##,False,False
20372,Edward Hagedorn,is affiliated to,Liberal Party (Philippines),2015-##-##,####-##-##,False,False
20373,Teresa Aquino-Oreta,is affiliated to,Liberal Party (Philippines),2015-##-##,####-##-##,False,False
20374,Jamby Madrigal,is affiliated to,Laban ng Demokratikong Pilipino,2001-##-##,2007-##-##,False,False
20375,Francis Pangilinan,is affiliated to,Laban ng Demokratikong Pilipino,1988-##-##,####-##-##,False,False
20376,Ralph Recto,is affiliated to,Laban ng Demokratikong Pilipino,1992-##-##,2001-##-##,False,False
20377,Eduardo Roquero,is affiliated to,Laban ng Demokratikong Pilipino,1995-##-##,2004-##-##,False,False
20378,Teresa Aquino-Oreta,is affiliated to,Laban ng Demokratikong Pilipino,1992-##-##,2007-##-##,False,False
20379,Francisco Tatad,is affiliated to,Laban ng Demokratikong Pilipino,1995-##-##,2001-##-##,False,False
20380,David McLaren (politician),is affiliated to,Independent Political Labour League,1904-##-##,####-##-##,False,False
20381,George Davis (New Zealand politician),is affiliated to,Independent Political Labour League,1904-##-##,1910-##-##,False,False
20382,Elijah Carey,is affiliated to,Independent Political Labour League,1905-##-##,####-##-##,False,False
20383,Regine Hildebrandt,is affiliated to,Social Democratic Party in the GDR,1989-##-##,1990-##-##,False,False
20384,Christine Bergmann,is affiliated to,Social Democratic Party in the GDR,1989-##-##,1990-##-##,False,False
20385,Reinhard Höppner,is affiliated to,Social Democratic Party in the GDR,1989-##-##,1990-##-##,False,False
20386,Daniel Pope Cook,is affiliated to,National Republican Party,1826-##-##,####-##-##,False,False
20387,Lewis Bartholomew Woodruff,is affiliated to,National Republican Party,1833-##-##,####-##-##,False,False
20388,John Quincy Adams,is affiliated to,National Republican Party,1830-##-##,1833-##-##,False,False
20389,Henry Clay,is affiliated to,National Republican Party,1825-##-##,1833-##-##,False,False
20390,Nathan Sanford,is affiliated to,National Republican Party,1825-##-##,1833-##-##,False,False
20391,John W. Taylor (politician),is affiliated to,National Republican Party,1825-##-##,####-##-##,False,False
20392,John J. Crittenden,is affiliated to,National Republican Party,1825-##-##,1830-##-##,False,False
20393,Caleb Cushing,is affiliated to,National Republican Party,1825-##-##,1833-##-##,False,False
20394,Chavdar Kyuranov,is affiliated to,Bulgarian Socialist Party,1990-##-##,2004-##-##,False,False
20395,"Georgi Pirinski, Jr.",is affiliated to,Bulgarian Socialist Party,1990-##-##,####-##-##,False,False
20396,Zhan Videnov,is affiliated to,Bulgarian Socialist Party,1990-##-##,####-##-##,False,False
20397,Aleksandar Tomov (politician),is affiliated to,Bulgarian Socialist Party,1990-##-##,1995-##-##,False,False
20398,Stanko Todorov,is affiliated to,Bulgarian Socialist Party,1990-##-##,1996-##-##,False,False
20399,Petar Mladenov,is affiliated to,Bulgarian Socialist Party,1990-##-##,2000-##-##,False,False
20400,Todor Zhivkov,is affiliated to,Bulgarian Socialist Party,1998-##-##,####-##-##,False,False
20401,Atanas Semerdzhiev,is affiliated to,Bulgarian Socialist Party,1990-##-##,1992-##-##,False,False
20402,Fung Chi-wood,is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20403,Cheung Yin-tung,is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20404,Choy Kan-pui,is affiliated to,United Democrats of Hong Kong,1991-##-##,####-##-##,False,False
20405,Richard Lai,is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20406,Huang Chen-ya,is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20407,Yeung Sum,is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20408,Michael Ho (politician),is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20409,Man Sai-cheong,is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20410,Andrew To,is affiliated to,United Democrats of Hong Kong,1990-##-##,####-##-##,False,False
20411,Thomas Macdonald-Paterson,is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20412,John Chanter,is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20413,Samuel Mauger,is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20414,Robert Best (politician),is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20415,James McColl (Australian politician),is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20416,David Storrer,is affiliated to,Protectionist Party,1903-##-##,####-##-##,False,False
20417,John Quick (politician),is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20418,Carty Salmon,is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20419,John Forrest,is affiliated to,Protectionist Party,1901-##-##,1906-##-##,False,False
20420,John Thomson (Australian politician),is affiliated to,Protectionist Party,1906-##-##,####-##-##,False,False
20421,Edward Mulcahy (Australian politician),is affiliated to,Protectionist Party,1904-##-##,####-##-##,False,False
20422,Richard Crouch,is affiliated to,Protectionist Party,1901-##-##,####-##-##,False,False
20423,Fausto Bertinotti,is affiliated to,Democratic Party of the Left,1991-##-##,1993-##-##,False,False
20424,Walter Veltroni,is affiliated to,Democratic Party of the Left,1991-##-##,1998-##-##,False,False
20425,Marco Minniti,is affiliated to,Democratic Party of the Left,1991-##-##,1998-##-##,False,False
20426,Anna Finocchiaro,is affiliated to,Democratic Party of the Left,1991-##-##,1998-##-##,False,False
20427,Stefano Rodotà,is affiliated to,Democratic Party of the Left,1992-##-##,1998-##-##,False,False
20428,Luciano Violante,is affiliated to,Democratic Party of the Left,1991-##-##,1998-##-##,False,False
20429,Sergio Chiamparino,is affiliated to,Democratic Party of the Left,1991-##-##,1998-##-##,False,False
20430,Stefano Bonaccini,is affiliated to,Democratic Party of the Left,1991-##-##,1998-##-##,False,False
20431,Petar Moskov,is affiliated to,Reformist Bloc,2013-##-##,####-##-##,False,False
20432,Petar Stoyanov,is affiliated to,Reformist Bloc,2013-##-##,####-##-##,False,False
20433,Traycho Traykov,is affiliated to,Reformist Bloc,2013-##-##,2017-##-##,False,False
20434,Golda Meir,is affiliated to,Israeli Labor Party,1968-##-##,1978-##-##,False,False
20435,Ezer Weizman,is affiliated to,Israeli Labor Party,1991-##-##,2005-##-##,False,False
20436,Shimon Peres,is affiliated to,Israeli Labor Party,1968-##-##,2005-##-##,False,False
20437,Romualdo Pacheco,is affiliated to,National Union Party (United States),1860-##-##,1868-##-##,False,False
20438,William Woods Holden,is affiliated to,National Union Party (United States),1865-##-##,1866-##-##,False,False
20439,William Alexander Graham,is affiliated to,National Union Party (United States),1865-##-##,1868-##-##,False,False
20440,Choy Kan-pui,is affiliated to,Hong Kong Affairs Society,1991-##-##,####-##-##,False,False
20441,Huang Chen-ya,is affiliated to,Hong Kong Affairs Society,1984-##-##,1990-##-##,False,False
20442,Man Sai-cheong,is affiliated to,Hong Kong Affairs Society,1984-##-##,####-##-##,False,False
20443,Francis Escudero,is affiliated to,Nationalist People's Coalition,2009-##-##,####-##-##,False,False
20444,Ernesto Maceda,is affiliated to,Nationalist People's Coalition,1992-##-##,2013-##-##,False,False
20445,Eduardo Roquero,is affiliated to,Nationalist People's Coalition,1992-##-##,####-##-##,False,False
20446,Edward Hagedorn,is affiliated to,Nationalist People's Coalition,2001-##-##,2012-##-##,False,False
20447,Teresa Aquino-Oreta,is affiliated to,Nationalist People's Coalition,2007-##-##,2015-##-##,False,False
20448,Francisco Tatad,is affiliated to,Nationalist People's Coalition,1992-##-##,1995-##-##,False,False
20449,Marek Belka,is affiliated to,Polish United Workers' Party,1990-##-##,####-##-##,False,False
20450,Włodzimierz Cimoszewicz,is affiliated to,Polish United Workers' Party,1968-##-##,1990-##-##,False,False
20451,Leszek Miller,is affiliated to,Polish United Workers' Party,1990-##-##,####-##-##,False,False
20452,Marek Belka,is affiliated to,Democratic Left Alliance,1999-##-##,2005-##-##,False,False
20453,Włodzimierz Cimoszewicz,is affiliated to,Democratic Left Alliance,1999-##-##,2005-##-##,False,False
20454,Jerzy Szmajdziński,is affiliated to,Democratic Left Alliance,1999-##-##,####-##-##,False,False
20455,Leszek Miller,is affiliated to,Democratic Left Alliance,1999-##-##,2007-##-##,False,False
20456,Włodzimierz Cimoszewicz,is affiliated to,Social Democracy of the Republic of Poland,1990-##-##,1999-##-##,False,False
20457,Jerzy Szmajdziński,is affiliated to,Social Democracy of the Republic of Poland,1990-##-##,1999-##-##,False,False
20458,Leszek Miller,is affiliated to,Social Democracy of the Republic of Poland,1990-##-##,1999-##-##,False,False
20459,Romeu Tuma,is affiliated to,Liberal Party (Brazil),1994-##-##,####-##-##,False,False
20460,Gilberto Kassab,is affiliated to,Liberal Party (Brazil),1989-##-##,1995-##-##,False,False
20461,José Alencar,is affiliated to,Liberal Party (Brazil),2002-##-##,2005-##-##,False,False
20462,Carlos Brandão,is affiliated to,Liberal Party (Brazil),1985-##-##,2005-##-##,False,False
20463,Vigor Brown,is affiliated to,New Zealand Reform Party,1920-##-##,####-##-##,False,False
20464,John Luke (politician),is affiliated to,New Zealand Reform Party,1918-##-##,1928-##-##,False,False
20465,Sidney Holland,is affiliated to,New Zealand Reform Party,1935-##-##,1938-##-##,False,False
20466,Vigor Brown,is affiliated to,New Zealand Liberal Party,1908-##-##,####-##-##,False,False
20467,Joseph Ward,is affiliated to,New Zealand Liberal Party,1890-##-##,1928-##-##,False,False
20468,John Luke (politician),is affiliated to,New Zealand Liberal Party,1908-##-##,1918-##-##,False,False
20469,Alfred Murdoch,is affiliated to,New Zealand Liberal Party,1919-##-##,####-##-##,False,False
20470,George Forbes (New Zealand politician),is affiliated to,New Zealand Liberal Party,1908-##-##,1928-##-##,False,False
20471,Joseph Ward,is affiliated to,United Party (New Zealand),1928-##-##,1930-##-##,False,False
20472,Alfred Murdoch,is affiliated to,United Party (New Zealand),1928-##-##,####-##-##,False,False
20473,George Forbes (New Zealand politician),is affiliated to,United Party (New Zealand),1928-##-##,1936-##-##,False,False
